Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True
0.631578947368421,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
-0.15789473684210525,2.2244897959183674,0.1125,0.9259259259259259,8.714285714285714,0.9361702127659575,1,0,0,0,0,1,0
1.631578947368421,0.8775510204081632,44.7,0.0,106.58730158730158,1.0425531914893618,0,1,0,0,0,1,1
0.3157894736842105,0.0,16.0375,13.74074074074074,52.84126984126984,4.1063829787234045,0,1,0,0,0,1,0
-0.5789473684210527,6.183673469387755,0.875,5.592592592592593,8.968253968253968,0.0425531914893617,1,0,0,0,0,1,0
0.8947368421052632,0.0,6.0375,0.0,4.619047619047619,0.0,1,0,0,0,1,0,0
-0.05263157894736842,0.8571428571428571,19.2375,0.1111111111111111,0.0,0.0,1,0,0,0,0,1,0
0.42105263157894735,0.0,9.8125,0.6296296296296297,3.4285714285714284,0.0,1,0,0,0,0,1,0
-0.6842105263157895,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0
0.9473684210526315,0.7959183673469388,91.1875,21.814814814814813,1.746031746031746,2.6382978723404253,1,1,0,0,0,0,0
0.2631578947368421,1.489795918367347,0.0,41.592592592592595,0.0,2.404255319148936,1,0,1,0,0,1,0
1.105263157894737,14.673469387755102,0.0125,2.4074074074074074,0.0,0.5106382978723404,0,0,0,0,0,1,0
0.05263157894736842,0.16326530612244897,12.175,0.4444444444444444,0.031746031746031744,0.14893617021276595,1,0,0,0,0,1,0
0.21052631578947367,0.6530612244897959,0.0,32.44444444444444,0.0,0.0,0,0,0,0,0,1,0
-0.15789473684210525,0.0,0.0125,0.0,0.0,13.553191489361701,0,0,0,0,0,0,0
0.9473684210526315,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
-1.4210526315789473,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
-0.6842105263157895,8.408163265306122,0.0,0.037037037037037035,0.0,14.446808510638299,0,0,0,0,0,0,0
-1.368421052631579,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
1.1578947368421053,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
-0.8947368421052632,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
-1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
-0.3157894736842105,20.0,0.025,2.5555555555555554,0.0,0.0,0,0,1,0,0,1,0
-0.631578947368421,0.0,2.8125,0.0,15.841269841269842,0.0,0,0,0,0,0,1,0
0.3684210526315789,0.4489795918367347,75.9125,0.0,22.825396825396826,6.9787234042553195,0,1,0,0,0,0,0
0.8421052631578947,22.959183673469386,0.0,5.037037037037037,0.7619047619047619,0.0,0,0,1,0,0,1,0
0.2631578947368421,0.0,10.625,3.0,6.936507936507937,9.638297872340425,0,0,0,0,0,1,0
1.0526315789473684,4.36734693877551,0.0,52.25925925925926,0.0,26.148936170212767,1,0,1,0,0,1,0
-1.3157894736842106,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0
0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0
-0.21052631578947367,16.0,12.05,0.0,15.095238095238095,0.0,0,0,1,0,0,0,0
-0.631578947368421,0.0,6.15,1.7777777777777777,0.31746031746031744,8.53191489361702,0,0,0,0,0,0,0
-0.3684210526315789,11.306122448979592,2.4375,0.0,41.36507936507937,0.0,0,0,0,0,0,0,0
-0.5263157894736842,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
0.9473684210526315,0.0,2.05,1.6666666666666667,39.857142857142854,18.19148936170213,0,1,0,0,0,1,0
1.4736842105263157,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
-1.2105263157894737,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
-0.3157894736842105,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
-0.3157894736842105,19.79591836734694,0.0,6.666666666666667,0.0,1.3617021276595744,0,0,1,0,0,1,0
-0.42105263157894735,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0
1.5263157894736843,0.0,1.4,0.0,21.88888888888889,2.702127659574468,0,0,0,0,0,1,0
-0.10526315789473684,0.0,0.0,71.77777777777777,0.0,0.02127659574468085,1,0,0,0,0,1,0
-1.3157894736842106,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
0.5789473684210527,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
0.0,5.6938775510204085,7.5625,124.96296296296296,4.5396825396825395,0.06382978723404255,1,1,0,0,0,1,0
0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
-0.2631578947368421,0.9183673469387755,13.7,5.481481481481482,21.857142857142858,0.02127659574468085,0,0,0,0,0,1,0
1.8421052631578947,0.0,7.4,0.0,0.2698412698412698,0.5319148936170213,0,0,0,0,0,1,0
-0.631578947368421,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
1.8421052631578947,0.02040816326530612,1.9125,7.296296296296297,0.0,9.787234042553191,0,0,0,0,0,1,0
-1.4210526315789473,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
-0.47368421052631576,0.02040816326530612,3.225,16.51851851851852,0.0,0.0,1,0,0,0,0,1,0
-0.3157894736842105,39.714285714285715,0.4625,0.0,0.0,0.5106382978723404,0,0,0,0,0,0,0
0.7894736842105263,18.102040816326532,0.0,0.3333333333333333,0.09523809523809523,0.0,1,0,0,0,0,1,0
-0.42105263157894735,3.877551020408163,0.0,0.18518518518518517,0.015873015873015872,15.446808510638299,0,0,0,0,0,1,0
-0.5263157894736842,0.32653061224489793,27.0625,0.0,0.0,1.1063829787234043,0,0,0,0,0,1,0
-0.6842105263157895,0.0,0.0125,0.0,0.0,22.617021276595743,0,0,0,0,0,1,0
0.5263157894736842,0.9387755102040817,1.0375,27.333333333333332,0.0,0.2553191489361702,0,0,1,0,1,0,0
0.7894736842105263,0.02040816326530612,104.9625,0.0,0.0,10.76595744680851,1,1,0,0,0,1,0
0.0,3.0,0.0,37.7037037037037,0.0,0.0,1,0,1,0,0,1,0
0.05263157894736842,0.2857142857142857,0.0,47.96296296296296,0.0,0.0,1,0,1,0,0,1,0
0.5789473684210527,0.0,73.0,0.0,5.095238095238095,205.40425531914894,0,1,0,0,0,1,0
-0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
0.7894736842105263,151.14285714285714,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
-1.3157894736842106,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
-1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0
-0.15789473684210525,14.040816326530612,0.0,0.0,0.0,0.3617021276595745,1,0,0,0,0,1,0
0.6842105263157895,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
0.8421052631578947,4.3061224489795915,0.0,0.0,10.126984126984127,10.914893617021276,0,0,0,0,0,1,0
0.9473684210526315,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0
0.42105263157894735,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
0.0,0.02040816326530612,8.7125,1.1481481481481481,2.984126984126984,0.0,0,0,0,0,0,1,0
-0.42105263157894735,0.0,0.0,24.814814814814813,0.015873015873015872,0.723404255319149,0,0,0,0,0,1,0
-1.263157894736842,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1.4210526315789473,0.0,15.1,0.0,0.047619047619047616,13.553191489361701,0,1,0,0,0,1,0
-0.05263157894736842,0.0,10.7,0.18518518518518517,0.5079365079365079,0.0,0,0,0,0,0,1,0
-0.05263157894736842,0.0,35.1375,35.44444444444444,0.0,1.851063829787234,1,0,0,0,0,1,0
-0.21052631578947367,6.346938775510204,5.3375,19.48148148148148,0.5873015873015873,0.0,0,0,0,0,1,0,0
-1.3157894736842106,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
0.21052631578947367,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
-0.47368421052631576,0.0,0.0,0.0,13.174603174603174,1.9361702127659575,0,0,0,0,0,1,0
-0.9473684210526315,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
-1.105263157894737,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
0.0,0.0,0.0,21.11111111111111,0.031746031746031744,2.7872340425531914,0,0,0,0,0,1,0
-0.3157894736842105,35.57142857142857,0.0625,0.6296296296296297,0.0,0.0,0,0,1,0,0,1,0
-0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
0.21052631578947367,11.46938775510204,0.0,12.074074074074074,0.0,0.0,0,0,0,0,0,1,0
-1.4210526315789473,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
0.2631578947368421,0.0,5.125,0.2222222222222222,62.36507936507937,16.25531914893617,0,1,0,0,0,1,0
0.6842105263157895,0.0,4.1375,0.0,0.0,35.8936170212766,0,1,0,0,0,1,0
0.7894736842105263,45.08163265306123,142.725,0.0,29.650793650793652,9.46808510638298,1,1,0,0,0,1,0
0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
0.10526315789473684,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
1.105263157894737,0.0,31.7125,3.2222222222222223,0.2698412698412698,0.2765957446808511,1,1,0,0,0,0,1
1.9473684210526316,0.0,0.0,29.77777777777778,0.0,0.0,1,0,0,0,0,1,0
0.0,1.6734693877551021,1.9625,15.88888888888889,3.7777777777777777,0.02127659574468085,0,0,0,0,0,1,0
0.3157894736842105,0.02040816326530612,27.7875,0.0,0.19047619047619047,8.595744680851064,1,1,0,0,0,1,0
0.631578947368421,0.0,29.3,0.0,1.0317460317460319,146.7659574468085,0,0,0,0,0,1,0
-0.7368421052631579,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
0.10526315789473684,0.0,0.0,0.0,11.095238095238095,1.574468085106383,0,0,0,0,0,1,0
-0.47368421052631576,1.1224489795918366,7.4625,1.8148148148148149,0.0,0.02127659574468085,0,0,0,0,0,1,0
2.1052631578947367,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
0.42105263157894735,14.306122448979592,0.0,10.962962962962964,0.0,0.5319148936170213,0,0,1,0,0,1,0
1.7894736842105263,48.02040816326531,4.175,0.3333333333333333,5.015873015873016,0.0425531914893617,0,0,1,0,0,1,1
0.9473684210526315,42.91836734693877,0.075,0.0,0.0,0.0,0,0,1,0,0,1,0
-0.42105263157894735,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
0.47368421052631576,55.87755102040816,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
-0.42105263157894735,0.0,0.175,27.037037037037038,0.0,0.0,1,0,0,0,0,1,0
1.0526315789473684,1.9795918367346939,5.225,4.666666666666667,0.3968253968253968,1.1702127659574468,0,0,0,0,1,0,0
-0.7368421052631579,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
0.3684210526315789,0.0,0.275,0.0,8.952380952380953,4.404255319148936,0,0,0,0,0,0,0
0.42105263157894735,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0
-0.15789473684210525,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
-0.05263157894736842,8.979591836734693,0.0,0.0,0.0,9.829787234042554,0,0,0,0,0,1,0
-0.3684210526315789,0.0,5.25,7.777777777777778,0.0,0.0,1,0,0,0,0,1,0
1.5263157894736843,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1.2105263157894737,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
0.7894736842105263,21.877551020408163,0.0,0.37037037037037035,0.0,1.6170212765957446,0,0,1,0,0,1,0
0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
0.7368421052631579,0.0,0.0,0.0,0.0,12.914893617021276,0,0,0,0,0,0,0
-0.2631578947368421,84.06122448979592,0.0,0.0,0.0,1.297872340425532,0,0,0,0,0,1,0
-0.05263157894736842,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
-0.5263157894736842,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
-0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
0.42105263157894735,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
-0.7368421052631579,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
0.0,27.857142857142858,0.0,1.7777777777777777,0.3492063492063492,2.9148936170212765,0,0,1,0,0,1,0
0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
-0.15789473684210525,0.0,0.0,0.0,3.507936507936508,12.063829787234043,0,0,0,0,0,1,0
-0.42105263157894735,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
0.2631578947368421,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1.631578947368421,0.0,12.3125,0.0,0.07936507936507936,0.0,1,0,0,0,0,1,0
-0.3157894736842105,5.857142857142857,0.0,0.5925925925925926,1.8253968253968254,3.723404255319149,0,0,0,0,0,0,0
0.5789473684210527,0.0,129.325,0.037037037037037035,237.61904761904762,44.91489361702128,0,1,0,0,0,1,0
0.5789473684210527,69.6734693877551,0.0,5.962962962962963,0.4444444444444444,2.5319148936170213,0,0,1,0,0,1,0
-0.42105263157894735,0.02040816326530612,2.7375,24.925925925925927,0.031746031746031744,0.23404255319148937,1,0,0,0,0,1,0
-1.4210526315789473,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
-1.263157894736842,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
-0.3684210526315789,0.0,0.0,0.1111111111111111,4.746031746031746,1.9574468085106382,0,0,0,0,0,1,0
-0.15789473684210525,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
0.5263157894736842,0.3469387755102041,1.825,15.777777777777779,0.0,4.9361702127659575,1,0,0,0,0,1,0
-0.10526315789473684,1.2653061224489797,0.0,0.0,0.0,20.340425531914892,0,0,0,0,0,1,0
1.5263157894736843,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1.1578947368421053,1.7142857142857142,0.0375,14.851851851851851,3.2063492063492065,2.0851063829787235,0,0,0,0,0,0,0
-0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
-1.368421052631579,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
-1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
0.631578947368421,0.0,0.0,0.37037037037037035,14.253968253968255,0.0,0,0,0,0,0,1,0
-1.3157894736842106,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
-1.4210526315789473,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0
0.631578947368421,8.285714285714286,0.0,32.111111111111114,0.0,0.0,1,0,1,0,0,1,0
-0.10526315789473684,21.46938775510204,0.0,26.62962962962963,0.0,0.14893617021276595,0,0,1,0,1,0,0
0.47368421052631576,0.0,12.15,0.0,12.619047619047619,12.23404255319149,0,1,0,0,0,1,0
1.3157894736842106,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
-0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
-0.631578947368421,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
0.42105263157894735,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
1.0526315789473684,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
0.9473684210526315,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0
1.263157894736842,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0
0.10526315789473684,0.0,0.025,2.4444444444444446,0.0,15.0,0,0,0,0,0,1,0
-0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
0.10526315789473684,18.408163265306122,0.0125,5.074074074074074,0.0,0.0,1,0,1,0,0,1,0
-0.8421052631578947,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0
-0.5263157894736842,17.306122448979593,0.0,11.37037037037037,2.888888888888889,0.0,0,0,1,0,0,1,0
-0.7368421052631579,3.9183673469387754,0.0,0.0,0.8095238095238095,15.72340425531915,0,0,0,0,0,1,0
0.42105263157894735,3.0,2.35,0.0,0.15873015873015872,8.23404255319149,0,0,0,0,0,1,0
-0.3157894736842105,7.489795918367347,3.5125,0.0,0.0,3.106382978723404,0,0,0,0,0,1,0
-0.3157894736842105,0.0,0.7,0.0,0.0,40.808510638297875,0,0,0,0,0,0,0
0.5789473684210527,30.959183673469386,0.0,0.0,0.42857142857142855,0.0,0,0,0,0,0,1,0
-0.42105263157894735,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
-1.3157894736842106,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
-1.4210526315789473,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
-0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
-0.5789473684210527,0.0,0.0375,0.0,0.0,23.382978723404257,0,0,0,0,0,1,0
-1.368421052631579,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
-0.631578947368421,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
-0.3157894736842105,45.6530612244898,0.0,4.407407407407407,0.0,0.0,0,0,1,0,0,0,0
